word,num months,term frequency
delay,477,89692
delayed-type,429,4996
deletion,469,121899
delicate,413,3474
delineate,435,12440
delineated,431,9844
delineating,408,3356
delineation,431,7169
delivered,457,66773
deliveries,421,14120
delta,474,136643
delta-aminolevulinic,400,1566
demand,448,32341
demyelinating,419,8952
denatured,474,12608
denaturing,441,9247
dendrites,444,24433
dendritic,447,62935
denied,416,3597
densely,437,7017
densitometry,417,5790
dental,447,110101
dentist,415,6782
dentistry,419,8782
denture,416,10323
dentures,415,6922
denuded,414,3987
deoxycholate,469,4209
deoxyribonuclease,445,1680
deoxyribonucleic,476,7114
departments,427,24772
depend,479,57189
depended,472,25472
depends,479,85058
deplete,420,3961
depolarization,478,37353
depolarizations,444,5429
depolarized,460,8555
deposition,465,69727
deposits,458,32412
depot,425,5557
depress,450,4095
depresses,439,2177
depressive,430,52716
deprivation,470,39376
depths,429,8520
derepression,463,2835
derivation,443,7437
derivative,479,64219
deriving,419,4153
dermatan,423,4279
dermis,428,14111
des,421,14960
describe,465,226163
description,463,46681
desensitized,418,3851
deserve,416,3849
design,466,388081
designated,479,53828
designed,477,178637
designing,420,13050
desire,422,11294
desorption,419,17480
destroy,448,4916
destroyed,477,10935
destroying,418,2073
destroys,432,2051
destruction,469,43788
destructive,432,9650
detachment,441,22044
detectability,414,3923
detectably,411,1793
detector,437,24331
detects,428,8915
deteriorate,408,2982
deteriorated,431,9987
deterioration,445,37960
determinant,472,43831
determinants,469,61581
determinations,474,24534
detoxification,429,12607
detrimental,438,17280
detrusor,421,10724
develop,476,183255
developmental,471,116622
developmentally,410,11586
developments,432,27030
deviations,449,22753
device,456,97125
devised,471,14421
dexamethasone,447,55439
dextran,461,20179
dg,423,10510
di,432,14632
diabetes,461,292623
diabetic,457,184377
diabetics,438,22025
diagnosed,459,206532
diagnostically,423,3111
diagonal,418,4935
diaphragm,460,20534
diaphragmatic,423,12308
diarrheal,416,3490
diastolic,452,80851
diathesis,414,2225
diazepam,435,22057
dibutyryl,468,8472
dichroism,463,17997
dictyostelium,444,6345
die,440,19298
diencephalon,429,3312
diethyl,440,5510
diethyldithiocarbamate,400,1542
differentially,446,42615
differentiating,454,23898
differently,452,23730
differs,476,33955
difficult,477,140705
diffraction,463,33100
diffuse,471,72781
diffused,408,2292
diffusible,441,3609
digested,459,14367
digestion,479,58194
digit,420,9166
digits,416,6596
digoxin,439,16908
dihydroxyacetone,411,1527
dilatation,454,34782
dilated,440,29389
dilation,428,24447
dilute,467,8776
diluted,459,14836
dimensional,429,10722
dimensions,470,55763
dimeric,446,16970
dimerization,412,15074
diminish,450,10560
diminished,479,72863
diminishes,451,6119
diminishing,437,5176
dinucleotide,478,11666
dioxide,473,29840
dipeptides,429,3180
dipole,418,10967
directed,475,83649
directions,455,27725
directs,424,4989
disadvantages,438,14844
disaggregation,413,1798
disagreement,429,5811
disappears,447,4741
disappointing,420,4790
discernible,438,5824
discharges,457,19281
disciplines,428,7994
discomfort,428,20860
discontinuities,413,2009
discontinuity,416,2995
discontinuous,462,9014
discovery,443,43041
discrepancies,448,15331
discrepancy,459,19586
discriminate,453,24211
discuss,434,85022
discussing,410,5946
discussion,454,65107
discussions,460,11042
dish,421,3921
disinfection,417,7783
disintegration,437,5315
disks,442,7566
disorder,468,225917
disparate,417,5904
dispersed,456,18763
dispersion,460,29011
dispersions,427,5387
displaced,457,19928
displacing,426,3043
displaying,434,15979
disposition,439,16951
disproportionate,430,4437
disproportionately,424,5070
disrupt,429,13168
disrupted,475,27213
dissection,431,58956
dissections,415,6728
disseminated,448,25801
dissimilar,447,6215
dissipation,411,6065
dissociable,405,1589
dissociate,457,5104
dissociated,471,20887
dissolution,446,23037
distal,476,152240
distally,434,5889
distant,437,40326
distention,423,5338
distilled,453,8045
distinctive,458,23735
distinguish,470,45496
distinguishable,460,7892
distinguishing,455,17962
distorted,442,9452
distortion,437,16439
distortions,412,5262
distress,432,53213
distributed,479,79613
distributions,468,55059
district,431,22476
districts,416,8577
disturbed,440,17693
disulphide,449,4681
diuresis,454,8111
diuretics,429,11930
divergence,440,22938
divergent,435,17652
diversion,436,10435
diverticulum,421,5966
divide,453,6554
dividing,460,12732
diving,408,4341
dmba,418,6735
dna-dependent,458,3117
dna-dna,414,4901
dnas,452,15045
dnp,437,4082
doctors,427,31479
document,432,27339
dodecyl,477,32597
dog,479,47852
domestic,449,25300
dominance,451,16478
dominant,475,97226
dominated,436,17551
done,474,104917
donor,479,131515
dopa,434,5883
dopaminergic,436,39010
doppler,425,78945
dorsalis,405,2423
dorsolateral,422,9137
dorsomedial,418,4676
dorsum,416,3784
dosage,470,67778
dosages,449,18186
dose-effect,421,3076
dose-response,472,36272
dosing,435,41632
double-strand,416,8462
double-stranded,477,18951
doublet,417,4988
doubling,463,15120
doubly,452,6008
downward,437,8516
dph,410,4196
dr,467,26694
draining,435,9887
dramatic,457,42172
drank,416,4156
draw,436,9849
drawbacks,409,5101
dressing,416,8325
drift,434,8763
drinking,459,69939
drive,447,25236
driven,455,32992
driving,446,31520
drop,459,29471
droplet,422,7377
drosophila,471,60294
drug-free,420,4519
drug-induced,442,14139
drug-resistant,424,8901
drug-treated,422,2297
ds,425,24257
dt,466,25390
dttp,400,2048
dual,456,47699
duchenne,422,5711
ducks,418,4327
duodenum,463,20847
duplex,453,30116
duplexes,419,5896
dura,420,7290
dural,418,10144
dust,435,27863
dying,434,15340
dynamic,466,119756
dysfunction,449,179747
dysfunctions,417,7371
dysgenesis,420,3365
dysphagia,421,14166
dysplasia,432,42952
dyspnea,424,18259
dystrophic,428,8526
dystrophy,435,24220
eae,418,13646
eagle,430,3066
ears,432,17747
earth,420,9009
easily,477,72218
eastern,439,18566
easy,454,40271
eat,425,7006
eaten,409,3046
eating,443,40848
ecg,422,45638
echo,427,20994
ecological,446,22083
economic,437,47707
economical,441,6792
economically,422,5692
ectodermal,410,4581
ectopic,440,40257
eczema,422,8667
ed,426,46362
ed50,419,13795
edema,452,64263
edematous,421,3476
edges,429,10080
edman,431,4153
edta,473,24611
educated,414,6622
educators,412,6698
eeg,430,58195
ef,426,16866
effected,461,7736
effecting,413,2095
effectiveness,476,119268
effector,455,52453
effectors,443,15152
efferent,462,15759
efficacious,427,21223
efficiency,478,149121
efficient,478,130697
efficiently,471,59282
effluents,408,4476
effort,462,48211
efforts,446,61582
effusions,423,12030
egg,464,56049
egta,441,11163
ehrlich,444,4594
eighth,427,5598
eighty-eight,408,3188
eimeria,417,3514
ejection,438,46679
el,421,8931
elaborated,439,6149
elapsed,434,4846
elastase,432,18523
elasticity,428,8960
elastin,434,10875
electric,470,35806
electrocardiogram,432,14619
electrocardiograms,426,4771
electrocardiographic,430,15245
electrocardiography,419,5215
electrochemical,447,23524
electroconvulsive,416,3779
electrodes,467,39358
electroencephalographic,431,5706
electrogenic,458,4748
electrolytes,451,9008
electron-dense,447,5942
electron-microscopic,407,1922
electrons,456,14840
electrophysiologically,418,3167
electrotonic,402,1576
elemental,439,13524
elementary,444,9709
elevating,424,4570
elicit,466,29676
elicits,443,10483
eliminate,457,26134
eliminating,447,13001
eluate,433,2713
elucidate,461,54839
elucidated,448,35119
elucidating,426,8904
eluted,472,19719
eluting,430,3456
em,423,18361
embedding,420,4415
embolic,420,7701
embolism,432,27658
embryos,471,109453
emerge,428,11316
emerged,447,38019
emergencies,413,5694
emergency,437,101507
emesis,407,5953
emg,420,33010
emitted,431,7523
emotionally,408,3665
emphasize,449,23004
emphasizing,430,7936
emphysema,432,13980
empirical,438,35154
employ,429,9816
employing,475,35551
employment,426,20958
emptying,437,23776
empyema,418,5760
emulsified,415,2027
enable,445,34491
enabled,453,28834
enables,438,31730
enamel,423,24790
encapsulated,435,13974
encephalomyelitis,446,8226
encephalomyocarditis,419,1335
enclosed,440,4403
encoded,435,61145
encompassing,418,10489
encounter,427,10639
encountered,473,54095
encounters,412,7059
end-plate,427,2466
endarterectomy,419,10012
endocardial,433,10775
endocarditis,444,22454
endocrine,447,56209
endogenously,441,8312
endonuclease,469,19139
endothelial,446,247617
endothelium,440,49236
endotoxins,407,2375
endplate,410,4109
endpoint,410,16628
ends,466,34044
energetic,426,9319
england,442,17372
english,431,21746
enhances,464,45150
enlarge,416,2281
enlarged,451,23856
enlargement,447,27650
ensued,426,1863
entails,415,4001
entamoeba,415,3456
enteritis,433,4993
enterobacteria,406,1671
enterococci,441,7224
enteropathogenic,424,2765
enterotoxigenic,416,3095
enterotoxin,462,9066
enterotoxins,408,2151
enters,450,6351
enthalpy,438,9211
entities,441,17804
entity,448,33180
enucleation,426,6936
enumerated,430,2848
enveloped,437,3141
envelopes,440,4326
environmental,475,153773
enzyme-bound,401,1658
enzyme-substrate,412,2025
enzymic,476,7912
eosin,421,6216
eosinophilia,429,12179
ep,423,18575
epicardial,434,13647
epidemics,422,6905
epidemiologic,436,27986
epidemiological,449,55442
epidermidis,447,9008
epidermis,436,28843
epidural,423,37519
epigastric,413,5346
epilepsy,431,62009
epileptiform,417,6811
epileptogenic,408,4187
epinephrine,469,36060
epiphyseal,423,4649
epiphysis,410,3147
epithelioid,427,8390
epsilon,437,28231
equaled,403,1604
equations,471,36993
equilibrated,446,3757
equilibria,425,4177
equimolar,472,9161
equipment,460,32551
equivalence,417,6867
er,420,80232
eradication,427,23508
erect,404,2081
ergometer,424,6892
error,467,79733
errors,464,68012
eruption,425,9567
erythema,429,15390
erythematous,415,3717
erythroblasts,422,3203
erythrocyte,477,48861
erythrocytic,414,2215
erythropoiesis,439,6909
erythropoietin,439,18451
es,422,29139
esophagitis,418,9135
esophagus,432,30844
establishes,437,8291
establishing,455,29999
esterases,419,3005
esterified,454,5549
esters,474,34571
estimating,456,25265
estimation,476,53131
estimations,446,6261
estriol,414,3210
estrogenic,424,9359
estrogens,432,19097
estrous,428,11646
estrus,423,11787
ethacrynic,382,1632
ethanolamine,452,5078
ethical,422,26241
ethidium,457,6543
ethyl,472,29029
ethylenediamine,417,2555
ethylenediaminetetraacetic,451,1739
etiological,439,9963
etiology,442,63034
eucaryotic,400,2113
euglena,395,1418
eukaryotes,427,14881
eukaryotic,451,39418
europe,431,31949
european,432,58227
evacuation,422,7513
evaluable,419,16393
evaluate,470,348009
evaluating,460,62840
evaluations,434,31017
evans,428,6126
evaporation,432,7900
evening,426,10866
evenly,440,7078
everyday,414,10056
evidenced,465,31989
evidently,440,4634
evoke,452,8505
evokes,427,4014
evoking,411,2259
evolution,467,108640
evolutionary,457,44749
ewe,425,3930
exacerbation,427,14634
exactly,447,11476
exaggerated,444,10715
examine,471,210838
examines,432,36102
examining,453,38086
example,473,89043
examples,462,45141
exceeded,475,31288
exceedingly,435,3573
exceeds,450,9960
exceptions,447,8357
excessive,466,47913
excessively,424,3202
exchanging,421,2897
excised,457,28377
excitable,444,3847
excitation,475,43312
excitation-contraction,412,2804
exciting,423,8512
exclude,457,20035
excluded,475,65196
excludes,421,2828
excluding,443,22432
exclusion,454,34539
excursion,413,3816
exemplified,419,5019
exercised,430,8478
exert,469,39415
exerted,472,27961
exertion,423,6874
exerts,455,25168
exhibited,479,217655
exhibits,475,49873
existed,458,22227
existing,468,67660
exists,479,66334
exit,441,13609
exogenously,441,9623
exotoxin,409,2958
exp,419,12839
expand,432,14432
expansion,465,73052
expect,430,9479
expectancy,422,14276
expectations,434,21746
expenditures,417,8154
expense,450,10926
experienced,451,116990
experiences,440,48345
experimentally,476,51353
expiratory,442,28542
explaining,438,14082
explains,451,15926
explanation,476,39031
explanations,455,15927
explants,439,19152
explicit,416,16457
exploited,410,11667
exploration,440,28073
exploratory,430,16626
explore,443,75285
expose,422,5088
express,444,103091
extended,476,102528
extending,457,25740
extends,458,16846
extracellularly,444,5297
extractable,456,4290
extracting,430,5171
extractions,428,5239
extradural,413,4284
extrahepatic,442,11077
extraocular,417,4560
extraordinary,413,4288
extrapolated,428,6034
extrapolation,440,7174
extrapyramidal,431,5880
extravasation,424,11073
extravascular,434,5967
extreme,464,31755
extremities,431,22259
extremity,431,28521
extrinsic,442,14780
extruded,431,3677
exudates,431,4241
eyelid,420,11252
eyelids,411,3480
eyes,458,139489
f-actin,420,14586
f2,439,17665
faces,437,17682
facial,429,70540
facilitated,468,32615
facilitates,446,25036
facilitating,443,18130
facilitation,461,18896
facility,433,23988
facing,425,9849
facultative,444,4202
faecal,448,17791
faecalis,468,10168
faeces,442,10183
fail,464,28469
fails,457,16490
faint,417,3375
falciparum,424,24270
fallen,434,3766
falling,448,11620
fallopian,423,5374
false,463,41508
false-positive,435,15253
familiarity,410,6732
family,477,416161
fanconi,411,2939
fasciculata,408,2512
fashion,475,56013
fasted,454,14385
fat,475,182196
fatality,418,7229
fate,465,26789
father,431,12129
faulty,416,2004
favorable,446,51403
favorably,450,11318
favors,433,6088
favoured,428,4933
fdp,404,3763
fear,427,27873
febrile,434,19944
february,427,22611
feces,452,16264
federal,431,15512
feed,449,42935
feeder,412,4588
feeding,473,110844
feeds,423,4928
feeling,419,9245
feelings,424,12479
feet,428,14654
fellow,412,5149
ferricyanide,433,2495
ferritin,456,27784
ferrous,440,8179
fertile,435,11140
fertilization,446,33475
fertilized,431,7655
fewer,468,76355
ffa,448,13727
fi,414,6232
fiber,464,87715
fibril,413,6947
fibrillar,437,8387
fibrillation,446,48839
fibrin,460,33547
fibrinogen,465,45921
fibrinolytic,442,13584
fibroblast,467,49631
fibroma,421,2783
fibrous,440,30392
fifty,439,24493
fifty-one,420,6210
fifty-seven,418,4660
fifty-six,423,5735
fifty-three,421,5513
fifty-two,430,6500
file,417,6952
film,459,50935
filtered,457,11928
filtering,427,10384
filtrates,445,2419
financial,428,24317
fine,473,39318
finger,431,36325
fingers,428,13951
finland,414,10437
fire,425,9486
firm,433,9679
firmly,453,5768
first-degree,418,7791
first-order,465,13558
firstly,423,8580
fischer,421,8119
fish,462,113671
fissure,423,6682
fissures,410,3183
fistulas,433,14394
fits,434,8187
fitted,456,23613
fitting,436,17842
five-year,429,9848
fivefold,463,8115
fix,427,4399
fixative,420,2537
fixed,479,84402
fixing,432,2916
fl,415,13255
flagellar,449,7987
flasks,408,2349
flattening,420,3935
flavin,436,7798
flavoprotein,421,2702
flavus,421,3179
flexibility,440,24611
flexneri,415,3517
flies,455,15427
floating,426,4869
flocks,409,5513
floor,430,21347
florida,418,7072
flour,411,6423
flowing,436,4907
flowmeter,418,2247
flows,451,16958
fluctuating,423,5786
fluctuation,439,10053
fluorescein,444,21908
fluorescence,478,180731
fluorescens,414,3593
fluorescent,478,92160
fluoride,457,31767
flux,475,45604
fly,431,14679
fmn,415,3963
foam,423,10936
focus,447,99874
focused,434,63369
focusing,467,35813
foetal,465,12134
foetus,439,4143
foetuses,430,2992
folate,460,28262
fold,450,41430
folding,431,41074
folic,448,13683
follicle,431,26422
follicles,431,45798
follow,473,64540
follow-up,452,405684
followup,426,14946
food,477,195504
foods,453,37565
foot,453,43644
footpad,430,3059
force,472,138045
forced,438,33317
forces,461,53372
forebrain,437,22547
foreign,449,33374
forest,441,18131
formaldehyde,465,12897
formalin,440,11723
formalin-fixed,418,9008
formamide,420,2171
formations,423,4082
formic,421,4243
forming,470,48100
forth,423,4298
forty,439,24780
forty-eight,435,8900
forty-five,430,8482
forty-four,428,7151
forty-nine,423,5607
forty-seven,424,5888
forty-six,422,6556
foundation,430,15622
four-,410,2296
four-fold,416,3467
fourier,440,18860
fourth,469,46643
fowl,428,2999
fractional,477,30750
fractionation,479,29352
fracture,433,99186
fractures,423,97568
fragile,427,10834
fragility,439,6231
fragmentation,448,39726
fragmented,445,8328
frame,428,48759
frameshift,424,7921
framework,438,59180
france,422,19827
francisco,454,4267
frank,428,3929
free-living,414,5787
freedom,431,16875
freeze-dried,435,4657
frequency-dependent,409,3813
fresh,479,56577
freshly,465,22287
freshwater,419,10577
freund,453,6140
frictional,406,2381
friend,438,6010
frogs,438,5662
fucose,449,4853
fuel,430,10537
fulfill,421,5133
fulfilled,431,11048
full-term,428,7113
full-thickness,417,7308
fumarate,442,4904
fumigatus,417,7035
functioned,428,4822
functioning,461,72108
fundus,432,14683
fungal,462,46612
fungi,473,29875
fungoides,413,3332
fungus,464,18501
furthermore,479,311053
fused,453,31201
fusiform,420,5085
future,463,179059
g-100,409,2308
g-200,403,2455
g-75,387,1542
g2,431,27261
gaba,455,79487
gain,473,105806
gal,438,13356
galactose,478,18462
galactosyl,403,1609
galactosyltransferase,400,2129
gallstone,432,6750
gamma-,414,2909
gamma-aminobutyric,452,13701
gamma-globulin,421,2653
gamma-glutamyl,438,5543
ganglion,477,50809
ganglionic,445,5961
ganglioside,442,9532
gangliosides,441,10011
gap,458,56338
gastrectomy,438,10168
gastritis,437,18337
gastro-intestinal,429,3343
gastrocnemius,437,10921
gastroduodenal,414,5130
gastroesophageal,415,11635
gastrointestinal,469,106081
gauge,428,6477
gaussian,413,9549
gc,444,43143
gdp,439,10302
gels,477,35071
genera,464,15248
generalization,440,7806
generating,448,30088
generation,478,155697
generations,472,19143
generator,429,9958
generators,414,3893
genetically,479,53857
geniculate,441,6923
genitourinary,427,6527
genomes,458,33459
genomic,422,115067
genotypes,454,58724
gentle,439,3419
genuine,421,5589
genus,468,34868
geometric,447,24930
geometry,453,33460
gerbils,412,6281
germ,459,47087
german,422,21690
germany,423,25916
germinal,432,14218
get,429,15459
gh,432,103372
giemsa,417,2561
gill,417,7659
girls,431,61397
give,479,84914
giving,476,39642
glands,478,69548
glass,465,41861
glc,428,5495
glcnac,409,8342
gliomas,420,15206
globe,415,4236
globin,459,10538
globular,440,10436
globules,419,2784
globulin,476,17095
globulins,428,1944
glomerular,472,63151
glomerulonephritis,443,16880
glomerulus,419,3673
glu,431,17711
glucagon,468,36471
glucan,423,3917
glucocorticoid,449,34621
gluconate,445,4462
glucosamine,471,8003
glucose-6-phosphatase,421,2715
glucose-stimulated,414,3283
glutathione,464,88990
gluten,415,5445
gly,427,10618
glycine,479,43978
glycogen,472,43632
glycogenolysis,424,3048
glycol,463,25594
glycolipids,448,6162
glycopeptides,438,5445
glycoproteins,462,34301
glycosidases,406,1666
glycoside,439,5065
glycosidic,418,3113
glyoxylate,408,2320
gold,435,49720
golgi,448,35311
gonad,410,4213
gonadal,435,16678
gonadotrophin,424,7722
gonococcal,438,4417
gonococci,396,2266
gout,420,5028
govern,414,6089
governed,437,8585
government,430,19911
gpt,414,4129
gr,409,22778
graded,462,30730
grades,430,24790
gradual,466,26409
graduate,414,6323
grafted,425,15773
grafts,439,85350
grain,442,15483
gram-positive,470,24348
gramicidin,420,3770
grams,439,4215
granulated,399,1731
granulocytes,449,19231
granulocytic,430,5966
granuloma,428,13504
granulomas,430,11222
graph,409,5031
graphical,424,5410
graphs,408,4060
grass,432,11453
graves,425,13517
gravis,427,7236
gravity,433,11955
grazing,414,7137
great,475,93057
greatest,475,64380
green,477,59482
grew,477,24180
grip,413,10982
groin,416,6485
groove,422,14057
gross,473,38845
grossly,441,8810
ground,450,33821
grounds,436,7790
grouping,443,8136
groupings,414,3333
growth-promoting,418,3962
gs,410,20296
guanethidine,437,2785
guanidine,453,6894
guanidinium,422,3072
guanylate,419,8697
guarantee,414,4628
guidance,424,31632
guide,449,37978
guinea,479,64863
gum,408,8829
gunshot,409,4206
gut,467,38189
gynecology,418,6210
gyrus,432,24713
h+,422,25904
h-2,445,8825
h2o,435,25914
habit,428,7241
habits,432,23902
habitual,414,7600
habituation,434,7455
haem,439,5719
haematoma,411,4813
haemodynamics,424,4563
haemophilus,464,13497
haemorrhagic,434,7066
hair,451,63404
hairs,430,5117
hairy,419,6860
half-life,476,46106
half-lives,445,10043
half-maximal,460,11193
half-time,452,5246
halo,411,4424
halobacterium,398,1518
halogenated,411,3255
haloperidol,437,21324
halothane,440,22169
hampered,416,9963
handicap,414,5534
handle,432,7802
handled,432,4988
hands,434,22604
haptoglobin,421,4992
harbor,428,8850
harbored,419,5770
hard,438,24771
harmless,410,2125
harvest,409,8651
hashimoto,417,4069
hay,428,7526
hazardous,430,9421
hazards,438,23145
hc,409,19228
hcl,459,21946
hco3-,415,8947
hd,411,43650
hdl,441,52537
head,469,165182
headaches,415,10860
heads,445,12804
heal,414,4597
healed,434,14560
health,469,712395
hearing,431,74840
heat-inactivated,425,2385
heat-killed,447,3221
heat-stable,458,4552
heated,469,11845
heavier,443,8317
height,458,84158
heightened,419,7572
hej,420,4865
hela,474,34738
held,473,31690
helices,427,14332
helped,430,12690
helpful,449,40725
helping,425,9874
helps,426,15466
hemagglutinating,427,1798
hemangioma,414,6371
hematoma,425,20439
hematuria,423,9959
heme,471,43114
hemin,426,5253
hemiparesis,418,5771
hemisphere,435,30383
hemispheres,427,10036
hemodialysis,438,35685
hemodilution,413,4199
hemodynamic,442,62356
hemodynamically,416,4720
hemolysin,422,3564
hemopoietic,429,7550
hemorrhagic,445,27728
hemostasis,426,11288
hens,430,12929
heparin,463,78619
heparinized,427,3241
hepatectomy,441,14430
hepatic,479,229975
hepatoma,460,20153
hepatomas,380,1887
hepatomegaly,425,3929
herd,433,11185
herds,426,13233
heritability,420,8097
heritable,418,6950
hernia,430,24845
hernias,415,7918
heroin,424,12124
herpetic,419,2544
heterochromatin,435,6852
heterocyclic,416,5394
heterogeneity,471,60881
heterogeneous,475,55980
heterozygote,442,5170
heterozygous,472,35750
hexagonal,441,7172
hg,477,117245
high-performance,413,35040
high-resolution,445,30364
hindrance,414,3428
hinge,419,6750
hippocampus,437,67761
hips,418,14392
histiocytosis,420,4521
histocompatibility,449,25841
histology,457,49997
histolytica,410,5403
histopathologic,429,26949
histopathological,435,36274
histopathologically,420,7896
histoplasma,423,1656
historical,433,27025
histories,438,19933
history,475,273884
hitherto,453,10878
hog,420,2094
hold,440,13953
holding,439,12695
holds,431,10666
hole,426,12915
hollow,423,7362
holstein,416,7108
home,433,94412
homeostatic,425,8485
hominis,437,4530
homogeneity,465,26151
homogeneous,479,41929
homogenization,451,3636
homogenous,429,5692
homologue,414,20057
homologues,425,14160
homology,469,74028
homosexual,409,7585
homozygotes,442,9754
homozygous,463,44146
hong,426,9919
hope,435,13894
horizontal,461,39203
horizontally,419,3665
horns,419,3609
horseradish,436,14167
hospital,476,398614
hosts,462,30693
hourly,435,7838
housed,434,8950
household,422,21200
housing,425,12486
hp,420,21932
hrs,421,18087
humans,470,154666
humeral,407,6407
humerus,421,6375
humoral,463,30273
hyaline,434,5934
hyaluronidase,436,5055
hydatid,414,6168
hydrated,438,7946
hydration,453,18917
hydrazine,419,2917
hydrocarbons,457,15645
hydrolase,448,15893
hydrolyzes,432,3400
hydrolyzing,416,2542
hydroperoxide,417,7178
hydrophilic,437,23969
hydrophobicity,408,11718
hydrops,408,5242
hydroxy,447,6164
hydroxylamine,457,4401
hydroxylapatite,420,2731
hydroxymethyl,451,3075
hydroxyproline,454,8293
hygiene,422,17960
hygienic,409,2965
hyperactive,428,4446
hyperactivity,431,18286
hyperbaric,428,7454
hyperbilirubinemia,413,3960
hypercapnia,434,9663
hyperglycaemia,428,5877
hyperglycemia,444,21967
hyperglycemic,425,6043
hyperlipidemia,423,10201
hyperlipoproteinemia,385,1893
hyperpolarization,468,13020
hyperpolarized,437,4263
hypersecretion,428,4850
hypersensitivity,466,34454
hypertensive,447,81902
hypertriglyceridemia,425,6031
hypertrophic,433,23777
hypertrophied,424,5507
hypertrophy,451,60923
hyperventilation,432,6761
hypocalcemia,430,5212
hypoglycaemia,443,8504
hypoglycaemic,414,3394
hypoparathyroidism,414,2747
hypophysectomy,420,3487
hypoplastic,422,6775
hypotension,459,36515
hypotensive,445,13727
hypothalamic-pituitary,415,2021
hypothalamus,475,43361
hypotheses,453,31521
hypothyroidism,440,21613
hypotonia,414,3266
hypotonic,441,6773
hypoxanthine-guanine,392,1050
hypoxic,445,39469
hz,465,75234
ia,440,29111
ib,433,14305
icr,423,5645
identically,438,3343
identify,470,286431
identifying,453,65440
identity,466,69198
igm,473,65044
iia,426,14452
iib,429,19081
ileostomy,420,4369
ileum,474,26496
ill,447,43706
illinois,408,2756
illness,466,109999
illnesses,436,20245
illuminated,436,3802
illustrate,448,34033
illustrating,419,4780
im,425,18562
image,448,123167
imaging,423,328075
imbalance,440,17069
imidazole,450,9282
imipramine,435,10124
immaturity,418,2933
immediately,479,114584
immitis,406,2657
immobilization,446,21822
immune,478,303706
immunity,474,74122
immunizing,433,4168
immunoadsorbent,384,1262
immunoassay,448,27095
immunochemical,460,7423
immunocompetent,430,10690
immunodiffusion,470,6135
immunoelectron,409,7389
immunogenicity,433,14411
immunohistochemical,422,80723
immunologic,459,25031
immunology,415,5563
immunosorbent,420,40328
impair,452,18223
impairing,417,4355
impairment,471,125981
impairs,430,11922
impedance,437,23837
impermeable,429,2271
implant,424,62364
implants,425,59616
implementation,432,50351
implemented,424,36408
implicate,440,12345
implication,444,11641
implied,434,7450
implies,464,24441
implying,454,18652
importantly,435,34574
imported,416,7953
impossible,444,13826
impotence,413,4204
impregnation,416,2602
improve,458,207303
improvement,474,231100
improving,435,60205
impulse,462,10748
in-patients,412,2893
inactivator,415,1823
inadequate,462,40728
inappropriately,413,3822
inasmuch,431,2812
inbred,456,18110
inbreeding,408,5854
incapable,455,5677
incidences,428,12642
incidental,431,9102
incision,429,31005
incisions,418,7737
incisor,417,7226
include,478,203475
includes,468,77690
incompatible,444,6415
incompletely,445,10673
inconclusive,432,7895
inconsistent,448,18943
incontinence,421,37759
incorporating,456,21701
incorrectly,412,3854
increasingly,454,56635
increment,465,17652
increments,456,13001
incurred,415,4762
independence,444,14453
independently,478,96442
indeterminate,410,7293
india,435,20374
indian,438,18610
indication,472,47163
indicators,443,49317
indigenous,441,11008
indirectly,462,25945
individually,450,29285
indocyanine,414,4148
indomethacin,447,43227
induces,475,115295
inducibility,428,5649
inducing,469,57512
induration,407,2309
industrial,446,25527
indwelling,437,7557
ineffective,472,33484
inert,445,8436
inevitable,420,4515
infarct,427,34102
infarcted,423,7277
infarctions,422,7679
infarcts,426,10586
infecting,463,8170
inference,419,8079
inferences,414,5519
infertile,423,11739
infertility,422,27814
infestation,425,6524
infested,417,4098
infiltrated,422,6732
infiltrating,427,16576
infiltrations,409,1900
infinity,407,5093
inflamed,429,13103
inflammation,460,167690
inflammatory,474,242945
influenced,479,106615
influences,471,65193
influencing,452,30077
informative,425,14860
informed,426,26935
infrared,457,28983
infrequent,436,14811
infrequently,437,9581
infused,473,40637
infusing,421,2283
infusions,474,33745
ingesting,430,3217
inguinal,426,16107
initially,479,104804
initiated,477,68286
initiates,440,10440
initiator,441,8776
injections,479,97216
injured,452,41256
injuries,431,122997
injury,475,399736
ink,409,3426
inner,472,77370
innervate,413,4181
innervating,430,5442
innocuous,422,3071
inoculation,477,40270
inoperable,420,5598
inosine,448,5806
inositol,443,32470
inotropic,460,21229
inpatients,426,15671
input,478,65845
insecticide,425,6775
inseminated,412,3821
insensitive,475,22109
insensitivity,440,5957
inserted,466,47333
insertion,452,88959
insignificant,450,13865
insignificantly,420,2129
insipidus,433,4264
insoluble,471,16070
instability,454,53994
instantaneous,450,7866
instar,409,4677
institute,445,33872
institutes,419,6255
institution,437,39741
instruction,426,11085
instructions,423,11162
instrument,451,48009
instrumented,418,9351
instruments,429,36948
insufficiency,454,44139
insufficient,456,35962
insulin-dependent,420,12755
insulin-like,412,27507
insurance,425,28040
intake,473,204727
intakes,431,24799
integral,456,33456
integrated,472,63909
integration,468,55866
intense,466,44255
intensities,459,25733
intensively,427,5223
intent,415,8639
intention,418,12346
inter-,416,5558
interact,471,69613
interacting,453,29784
interactions,479,284826
interactive,420,14860
interacts,450,36907
intercalation,413,3838
intercept,418,4366
interconnected,418,4833
interconversion,443,4652
intercostal,430,6942
intercurrent,404,2066
interdependence,414,2459
interdisciplinary,422,8937
interested,422,10561
